heuristic_id,raw_app_type,objective,prediction,confidence,parse_ok,parse_error
pop_4_op_e1_n2_250821_151858,premarshalling_astar,0.28041,8.0816,0.9,True,
pop_4_op_e1_n3_250821_151858,premarshalling_astar,13.9329,1.5,0.7,True,
pop_4_op_e1_n4_250821_151858,premarshalling_astar,6.95401,1.0,,True,Used float fallback (no JSON).
pop_4_op_e1_n6_250821_151858,premarshalling_astar,0.77974,0.65,0.7,True,
pop_4_op_e1_n7_250821_151858,premarshalling_astar,2.62732,1.0,,True,Used float fallback (no JSON).
pop_4_op_e1_n8_250821_151858,premarshalling_astar,0.46799,1.5,0.7,True,
pop_4_op_e2_n0_250821_153039,premarshalling_astar,6.98179,1.5,0.7,True,
pop_4_op_e2_n10_250821_153039,premarshalling_astar,2.2756,1.5,0.7,True,
pop_4_op_e2_n11_250821_153039,premarshalling_astar,7.59195,1.75,0.8,True,
pop_4_op_e2_n12_250821_153039,premarshalling_astar,0.31847,1.0,,True,Used float fallback (no JSON).
pop_4_op_e2_n13_250821_153039,premarshalling_astar,8.79957,0.65,0.7,True,
pop_4_op_e2_n14_250821_153039,premarshalling_astar,1.25009,0.5,0.7,True,
pop_4_op_e2_n15_250821_153039,premarshalling_astar,0.43994,2.5,0.7,True,
pop_4_op_e2_n16_250821_153039,premarshalling_astar,10.69957,1.5,0.8,True,
pop_4_op_e2_n17_250821_153039,premarshalling_astar,0.44439,4.8173,0.75,True,
pop_4_op_e2_n18_250821_153039,premarshalling_astar,7.55861,5.67,0.8,True,
pop_4_op_e2_n19_250821_153039,premarshalling_astar,8.79957,0.65,0.7,True,
pop_4_op_e2_n1_250821_153039,premarshalling_astar,0.59141,0.65,0.75,True,
pop_4_op_e2_n3_250821_153039,premarshalling_astar,0.24267,0.65,0.75,True,
pop_4_op_e2_n4_250821_153039,premarshalling_astar,0.70602,1.5,0.7,True,
pop_4_op_e2_n5_250821_153039,premarshalling_astar,8.79957,1.0,,True,Used float fallback (no JSON).
pop_4_op_e2_n6_250821_153039,premarshalling_astar,0.46996,0.65,0.7,True,
pop_4_op_e2_n7_250821_153039,premarshalling_astar,0.67639,1.0,,True,Used float fallback (no JSON).
pop_4_op_e2_n8_250821_153039,premarshalling_astar,0.42335,1.0,,True,Used float fallback (no JSON).
pop_4_op_e2_n9_250821_153039,premarshalling_astar,0.73193,1.0,,True,Used float fallback (no JSON).
pop_4_op_m1_n0_250821_154247,premarshalling_astar,0.52764,1.5,0.7,True,
pop_4_op_m1_n10_250821_154247,premarshalling_astar,0.45613,0.75,0.8,True,
pop_4_op_m1_n11_250821_154247,premarshalling_astar,0.7433,1.5,0.7,True,
pop_4_op_m1_n12_250821_154247,premarshalling_astar,1.97528,0.21,0.7,True,
pop_4_op_m1_n13_250821_154247,premarshalling_astar,0.34661,0.65,0.7,True,
pop_4_op_m1_n14_250821_154247,premarshalling_astar,0.11557,1.5,0.7,True,
pop_4_op_m1_n15_250821_154247,premarshalling_astar,0.32614,1.5,0.7,True,
pop_4_op_m1_n16_250821_154247,premarshalling_astar,0.35824,1.5,0.7,True,
pop_4_op_m1_n17_250821_154247,premarshalling_astar,0.32934,0.5,0.7,True,
pop_4_op_m1_n18_250821_154247,premarshalling_astar,0.48141,0.35,0.7,True,
pop_4_op_m1_n19_250821_154247,premarshalling_astar,0.99084,1.0,,True,Used float fallback (no JSON).
pop_4_op_m1_n1_250821_154247,premarshalling_astar,0.24267,1.5,0.7,True,
pop_4_op_m1_n2_250821_154247,premarshalling_astar,0.36172,1.0,,True,Used float fallback (no JSON).
pop_4_op_m1_n3_250821_154247,premarshalling_astar,0.42375,1.0,,True,Used float fallback (no JSON).
pop_4_op_m1_n4_250821_154247,premarshalling_astar,5.29611,1.5,0.7,True,
pop_4_op_m1_n5_250821_154247,premarshalling_astar,0.49252,1.675,0.85,True,
pop_4_op_m1_n6_250821_154247,premarshalling_astar,8.79957,0.5,0.7,True,
pop_4_op_m1_n7_250821_154247,premarshalling_astar,0.30117,1.675,0.85,True,
pop_4_op_m1_n8_250821_154247,premarshalling_astar,0.31847,1.675,0.85,True,
pop_4_op_m2_n0_250821_155153,premarshalling_astar,4.65366,2.5,0.7,True,
pop_4_op_m2_n10_250821_155153,premarshalling_astar,0.40193,1.0,,True,Used float fallback (no JSON).
pop_4_op_m2_n11_250821_155153,premarshalling_astar,0.46173,1.675,0.8,True,
pop_4_op_m2_n12_250821_155153,premarshalling_astar,0.46173,0.35,0.8,True,
pop_4_op_m2_n13_250821_155153,premarshalling_astar,0.40216,0.65,0.7,True,
pop_4_op_m2_n14_250821_155153,premarshalling_astar,0.34661,1.0,,True,Used float fallback (no JSON).
pop_4_op_m2_n15_250821_155153,premarshalling_astar,0.44399,1.0,,True,Used float fallback (no JSON).
pop_4_op_m2_n16_250821_155153,premarshalling_astar,0.2141,1.0,,True,Used float fallback (no JSON).
pop_4_op_m2_n17_250821_155153,premarshalling_astar,4.02417,1.5,0.7,True,
pop_4_op_m2_n18_250821_155153,premarshalling_astar,0.4586,8.58159,0.7,True,
pop_4_op_m2_n19_250821_155153,premarshalling_astar,0.46173,0.65,0.7,True,
pop_4_op_m2_n1_250821_155153,premarshalling_astar,0.32934,1.0,,True,Used float fallback (no JSON).
pop_4_op_m2_n2_250821_155153,premarshalling_astar,0.31098,1.0,,True,Used float fallback (no JSON).
pop_4_op_m2_n3_250821_155153,premarshalling_astar,0.36522,1.5,0.7,True,
pop_4_op_m2_n4_250821_155153,premarshalling_astar,1.2851,2.5,0.7,True,
pop_4_op_m2_n5_250821_155153,premarshalling_astar,4.021,1.5,0.7,True,
pop_4_op_m2_n6_250821_155153,premarshalling_astar,0.32614,1.5,0.7,True,
pop_4_op_m2_n7_250821_155153,premarshalling_astar,0.41267,1.0,,True,Used float fallback (no JSON).
pop_4_op_m2_n8_250821_155153,premarshalling_astar,0.39756,0.65,0.7,True,
pop_4_op_m2_n9_250821_155153,premarshalling_astar,0.39474,1.5,0.7,True,
pop_5_op_e1_n10_250821_160044,premarshalling_astar,0.38681,1.5,0.7,True,
pop_5_op_e1_n11_250821_160044,premarshalling_astar,13.9329,2.5,0.7,True,
pop_5_op_e1_n13_250821_160044,premarshalling_astar,10.86623,2.0,0.7,True,
pop_5_op_e1_n14_250821_160044,premarshalling_astar,0.39637,1.0,,True,Used float fallback (no JSON).
pop_5_op_e1_n15_250821_160044,premarshalling_astar,0.74316,0.65,0.7,True,
pop_5_op_e1_n16_250821_160044,premarshalling_astar,0.50018,1.5,0.7,True,
pop_5_op_e1_n17_250821_160044,premarshalling_astar,0.41582,0.65,0.7,True,
pop_5_op_e1_n18_250821_160044,premarshalling_astar,0.43288,1.0,,True,Used float fallback (no JSON).
pop_5_op_e1_n1_250821_160044,premarshalling_astar,0.42216,1.5,0.7,True,
pop_5_op_e1_n2_250821_160044,premarshalling_astar,2.02969,0.45518,0.7,True,
pop_5_op_e1_n4_250821_160044,premarshalling_astar,0.53264,1.5,0.7,True,
pop_5_op_e1_n5_250821_160044,premarshalling_astar,0.48141,0.5,0.7,True,
pop_5_op_e1_n7_250821_160044,premarshalling_astar,6.5129,1.5,0.7,True,
pop_5_op_e1_n8_250821_160044,premarshalling_astar,13.9329,1.2,0.7,True,
pop_5_op_e1_n9_250821_160044,premarshalling_astar,0.63281,1.5,0.7,True,
pop_5_op_e2_n0_250821_160909,premarshalling_astar,0.24267,0.65,0.75,True,
pop_5_op_e2_n10_250821_160909,premarshalling_astar,0.97278,1.5,0.7,True,
pop_5_op_e2_n12_250821_160909,premarshalling_astar,10.69957,0.65,0.7,True,
pop_5_op_e2_n14_250821_160909,premarshalling_astar,0.61853,2.5,0.7,True,
pop_5_op_e2_n15_250821_160909,premarshalling_astar,0.60848,0.65,0.7,True,
pop_5_op_e2_n16_250821_160909,premarshalling_astar,0.63281,1.5,0.7,True,
pop_5_op_e2_n17_250821_160909,premarshalling_astar,1.4009,1.0,,True,Used float fallback (no JSON).
pop_5_op_e2_n18_250821_160909,premarshalling_astar,8.79957,0.65,0.7,True,
pop_5_op_e2_n19_250821_160909,premarshalling_astar,0.31073,0.45,0.8,True,
pop_5_op_e2_n1_250821_160909,premarshalling_astar,0.30629,1.0,,True,Used float fallback (no JSON).
pop_5_op_e2_n2_250821_160909,premarshalling_astar,0.27144,1.0,,True,Used float fallback (no JSON).
pop_5_op_e2_n3_250821_160909,premarshalling_astar,0.66943,0.20956,0.75,True,
pop_5_op_e2_n4_250821_160909,premarshalling_astar,1.3122,1.5,0.7,True,
pop_5_op_e2_n5_250821_160909,premarshalling_astar,0.62952,1.0,,True,Used float fallback (no JSON).
pop_5_op_e2_n6_250821_160909,premarshalling_astar,0.38851,1.0,,True,Used float fallback (no JSON).
pop_5_op_e2_n7_250821_160909,premarshalling_astar,9.41385,0.65,0.7,True,
pop_5_op_e2_n8_250821_160909,premarshalling_astar,3.27528,1.0,,True,Used float fallback (no JSON).
pop_5_op_e2_n9_250821_160909,premarshalling_astar,0.35517,1.5,0.7,True,
pop_5_op_m1_n0_250821_162031,premarshalling_astar,2.01274,1.5,0.7,True,
pop_5_op_m1_n10_250821_162031,premarshalling_astar,8.79957,1.0,,True,Used float fallback (no JSON).
pop_5_op_m1_n11_250821_162031,premarshalling_astar,0.93916,5.67,0.85,True,
pop_5_op_m1_n12_250821_162031,premarshalling_astar,0.1891,0.5,0.7,True,
pop_5_op_m1_n13_250821_162031,premarshalling_astar,0.30129,1.0,,True,Used float fallback (no JSON).
pop_5_op_m1_n14_250821_162031,premarshalling_astar,0.488,1.5,0.7,True,
pop_5_op_m1_n15_250821_162031,premarshalling_astar,0.48597,1.0,,True,Used float fallback (no JSON).
pop_5_op_m1_n16_250821_162031,premarshalling_astar,0.31549,0.12,0.95,True,
pop_5_op_m1_n17_250821_162031,premarshalling_astar,1.14437,0.65,0.7,True,
pop_5_op_m1_n19_250821_162031,premarshalling_astar,0.37974,1.5,0.7,True,
pop_5_op_m1_n1_250821_162031,premarshalling_astar,0.58141,1.5,0.7,True,
pop_5_op_m1_n2_250821_162031,premarshalling_astar,0.66943,1.0,,True,Used float fallback (no JSON).
pop_5_op_m1_n3_250821_162031,premarshalling_astar,0.31117,0.65,0.7,True,
pop_5_op_m1_n4_250821_162031,premarshalling_astar,0.28394,1.5,0.7,True,
pop_5_op_m1_n5_250821_162031,premarshalling_astar,0.14275,7.0,0.8,True,
pop_5_op_m1_n6_250821_162031,premarshalling_astar,0.28903,1.0,,True,Used float fallback (no JSON).
pop_5_op_m1_n7_250821_162031,premarshalling_astar,8.79957,0.65,0.7,True,
pop_5_op_m1_n8_250821_162031,premarshalling_astar,0.30129,7.135765,0.8,True,
pop_5_op_m1_n9_250821_162031,premarshalling_astar,0.25148,8.58164,0.9,True,
pop_5_op_m2_n0_250821_162839,premarshalling_astar,0.45308,1.0,,True,Used float fallback (no JSON).
pop_5_op_m2_n10_250821_162839,premarshalling_astar,0.33863,0.3,0.7,True,
pop_5_op_m2_n11_250821_162839,premarshalling_astar,0.28041,7.135765,0.8,True,
pop_5_op_m2_n12_250821_162839,premarshalling_astar,0.33863,0.33863,0.85,True,
pop_5_op_m2_n13_250821_162839,premarshalling_astar,0.32915,1.5,0.7,True,
pop_5_op_m2_n14_250821_162839,premarshalling_astar,0.4028,1.0,,True,Used float fallback (no JSON).
pop_5_op_m2_n15_250821_162839,premarshalling_astar,0.34323,1.5,0.7,True,
pop_5_op_m2_n16_250821_162839,premarshalling_astar,0.30299,5.674,0.85,True,
pop_5_op_m2_n17_250821_162839,premarshalling_astar,0.23632,1.5,0.7,True,
pop_5_op_m2_n18_250821_162839,premarshalling_astar,0.30129,1.0,,True,Used float fallback (no JSON).
pop_5_op_m2_n19_250821_162839,premarshalling_astar,1.22839,1.5,0.7,True,
pop_5_op_m2_n1_250821_162839,premarshalling_astar,0.78374,0.45518,0.9,True,
pop_5_op_m2_n2_250821_162839,premarshalling_astar,0.35454,3.0,0.8,True,
pop_5_op_m2_n3_250821_162839,premarshalling_astar,0.32323,1.86215,0.7,True,
pop_5_op_m2_n4_250821_162839,premarshalling_astar,0.4028,3.5,0.7,True,
pop_5_op_m2_n5_250821_162839,premarshalling_astar,0.30129,1.5,0.7,True,
pop_5_op_m2_n6_250821_162839,premarshalling_astar,7.73671,0.326585,0.7,True,
pop_5_op_m2_n7_250821_162839,premarshalling_astar,0.33863,1.5,0.7,True,
pop_5_op_m2_n8_250821_162839,premarshalling_astar,0.50641,1.5,0.7,True,
pop_5_op_m2_n9_250821_162839,premarshalling_astar,0.15779,0.567,0.85,True,
pop_6_op_e1_n11_250821_163713,premarshalling_astar,8.90623,1.5,0.7,True,
pop_6_op_e1_n12_250821_163713,premarshalling_astar,0.63281,5.76,0.85,True,
pop_6_op_e1_n13_250821_163713,premarshalling_astar,5.42969,1.5,0.7,True,
pop_6_op_e1_n14_250821_163713,premarshalling_astar,0.18021,0.2,0.7,True,
pop_6_op_e1_n15_250821_163713,premarshalling_astar,0.31621,1.5,0.7,True,
pop_6_op_e1_n17_250821_163713,premarshalling_astar,2.3554,0.65,0.75,True,
pop_6_op_e1_n19_250821_163713,premarshalling_astar,1.79264,0.5,0.7,True,
pop_6_op_e1_n1_250821_163713,premarshalling_astar,0.86491,0.5,0.7,True,
pop_6_op_e1_n2_250821_163713,premarshalling_astar,0.53407,1.5,0.7,True,
pop_6_op_e1_n3_250821_163713,premarshalling_astar,1.38825,1.5,0.7,True,
pop_6_op_e1_n4_250821_163713,premarshalling_astar,0.29621,1.0,,True,Used float fallback (no JSON).
pop_6_op_e1_n5_250821_163713,premarshalling_astar,8.79957,1.0,,True,Used float fallback (no JSON).
pop_6_op_e1_n6_250821_163713,premarshalling_astar,7.81957,0.5,0.7,True,
pop_6_op_e1_n7_250821_163713,premarshalling_astar,2.80249,1.0,,True,Used float fallback (no JSON).
pop_6_op_e1_n8_250821_163713,premarshalling_astar,0.50947,1.5,0.7,True,
pop_6_op_e1_n9_250821_163713,premarshalling_astar,13.9329,1.5,0.7,True,
pop_6_op_e2_n0_250821_165201,premarshalling_astar,0.33685,1.0,,True,Used float fallback (no JSON).
pop_6_op_e2_n10_250821_165201,premarshalling_astar,1.0515,1.5,0.7,True,
pop_6_op_e2_n11_250821_165201,premarshalling_astar,8.79957,0.5,0.7,True,
pop_6_op_e2_n12_250821_165201,premarshalling_astar,8.79957,0.5,0.7,True,
pop_6_op_e2_n13_250821_165201,premarshalling_astar,0.83107,1.5,0.7,True,
pop_6_op_e2_n14_250821_165201,premarshalling_astar,1.28106,1.5,0.7,True,
pop_6_op_e2_n15_250821_165201,premarshalling_astar,0.32702,1.5,0.7,True,
pop_6_op_e2_n16_250821_165201,premarshalling_astar,6.33528,5.67,0.85,True,
pop_6_op_e2_n17_250821_165201,premarshalling_astar,0.43784,1.5,0.7,True,
pop_6_op_e2_n18_250821_165201,premarshalling_astar,0.31073,1.5,0.7,True,
pop_6_op_e2_n19_250821_165201,premarshalling_astar,0.3087,1.0,,True,Used float fallback (no JSON).
pop_6_op_e2_n1_250821_165201,premarshalling_astar,1.69418,1.5,0.7,True,
pop_6_op_e2_n2_250821_165201,premarshalling_astar,3.15608,1.0,,True,Used float fallback (no JSON).
pop_6_op_e2_n3_250821_165201,premarshalling_astar,3.25611,7.5,0.7,True,
pop_6_op_e2_n4_250821_165201,premarshalling_astar,0.29644,1.0,,True,Used float fallback (no JSON).
pop_6_op_e2_n5_250821_165201,premarshalling_astar,0.58843,2.5,0.7,True,
pop_6_op_e2_n6_250821_165201,premarshalling_astar,0.43578,1.5,0.7,True,
pop_6_op_e2_n7_250821_165201,premarshalling_astar,0.73193,1.5,0.7,True,
pop_6_op_e2_n8_250821_165201,premarshalling_astar,13.9329,0.65,0.7,True,
pop_6_op_e2_n9_250821_165201,premarshalling_astar,8.79957,0.5,0.7,True,
pop_6_op_m1_n0_250821_170701,premarshalling_astar,0.35454,5.67,0.8,True,
pop_6_op_m1_n10_250821_170701,premarshalling_astar,0.24922,8.5,0.7,True,
pop_6_op_m1_n11_250821_170701,premarshalling_astar,4.02417,0.65,0.7,True,
pop_6_op_m1_n12_250821_170701,premarshalling_astar,0.42375,1.0,,True,Used float fallback (no JSON).
pop_6_op_m1_n13_250821_170701,premarshalling_astar,0.88488,0.65,0.7,True,
pop_6_op_m1_n14_250821_170701,premarshalling_astar,0.26681,1.5,0.7,True,
pop_6_op_m1_n15_250821_170701,premarshalling_astar,0.37835,1.5,0.7,True,
pop_6_op_m1_n16_250821_170701,premarshalling_astar,4.021,1.5,0.7,True,
pop_6_op_m1_n17_250821_170701,premarshalling_astar,0.30299,1.0,,True,Used float fallback (no JSON).
pop_6_op_m1_n18_250821_170701,premarshalling_astar,0.57173,1.0,,True,Used float fallback (no JSON).
pop_6_op_m1_n19_250821_170701,premarshalling_astar,0.71608,1.0,,True,Used float fallback (no JSON).
pop_6_op_m1_n1_250821_170701,premarshalling_astar,8.79957,0.65,0.7,True,
pop_6_op_m1_n2_250821_170701,premarshalling_astar,10.69957,0.85,0.7,True,
pop_6_op_m1_n3_250821_170701,premarshalling_astar,8.81957,1.0,,True,Used float fallback (no JSON).
pop_6_op_m1_n4_250821_170701,premarshalling_astar,0.11418,6.0,0.8,True,
pop_6_op_m1_n5_250821_170701,premarshalling_astar,8.79957,1.5,0.7,True,
pop_6_op_m1_n6_250821_170701,premarshalling_astar,0.36859,0.5,0.7,True,
pop_6_op_m1_n7_250821_170701,premarshalling_astar,0.54137,0.5,0.7,True,
pop_6_op_m1_n8_250821_170701,premarshalling_astar,0.52431,1.0,,True,Used float fallback (no JSON).
pop_6_op_m1_n9_250821_170701,premarshalling_astar,9.0129,1.5,0.7,True,
pop_6_op_m2_n0_250821_171918,premarshalling_astar,0.36589,1.0,,True,Used float fallback (no JSON).
pop_6_op_m2_n10_250821_171918,premarshalling_astar,0.22521,1.5,0.7,True,
pop_6_op_m2_n11_250821_171918,premarshalling_astar,0.77769,1.5,0.7,True,
pop_6_op_m2_n12_250821_171918,premarshalling_astar,0.32351,1.5,0.7,True,
pop_6_op_m2_n13_250821_171918,premarshalling_astar,0.28041,1.0,,True,Used float fallback (no JSON).
pop_6_op_m2_n14_250821_171918,premarshalling_astar,0.77974,0.5,0.7,True,
pop_6_op_m2_n15_250821_171918,premarshalling_astar,5.33667,1.0,,True,Used float fallback (no JSON).
pop_6_op_m2_n16_250821_171918,premarshalling_astar,0.26172,1.0,,True,Used float fallback (no JSON).
pop_6_op_m2_n17_250821_171918,premarshalling_astar,4.02417,0.5,0.7,True,
pop_6_op_m2_n18_250821_171918,premarshalling_astar,0.70205,0.65,0.7,True,
pop_6_op_m2_n19_250821_171918,premarshalling_astar,0.2395,6.57574,0.85,True,
pop_6_op_m2_n1_250821_171918,premarshalling_astar,0.62981,1.5,0.7,True,
pop_6_op_m2_n2_250821_171918,premarshalling_astar,4.02417,0.5,0.7,True,
pop_6_op_m2_n3_250821_171918,premarshalling_astar,0.34323,1.0,,True,Used float fallback (no JSON).
pop_6_op_m2_n4_250821_171918,premarshalling_astar,0.31803,1.0,,True,Used float fallback (no JSON).
pop_6_op_m2_n5_250821_171918,premarshalling_astar,4.02417,0.5,0.7,True,
pop_6_op_m2_n6_250821_171918,premarshalling_astar,0.33863,9.54,0.7,True,
pop_6_op_m2_n7_250821_171918,premarshalling_astar,0.50436,0.75,0.8,True,
pop_6_op_m2_n9_250821_171918,premarshalling_astar,7.64957,1.5,0.7,True,
pop_7_op_e1_n0_250821_172848,premarshalling_astar,0.33863,1.5,0.7,True,
pop_7_op_e1_n10_250821_172848,premarshalling_astar,10.7329,0.65,0.7,True,
pop_7_op_e1_n11_250821_172848,premarshalling_astar,0.54092,1.0,,True,Used float fallback (no JSON).
pop_7_op_e1_n12_250821_172848,premarshalling_astar,0.88362,1.0,,True,Used float fallback (no JSON).
pop_7_op_e1_n13_250821_172848,premarshalling_astar,5.021,5.67,0.85,True,
pop_7_op_e1_n14_250821_172848,premarshalling_astar,0.38145,10.5,0.7,True,
pop_7_op_e1_n17_250821_172848,premarshalling_astar,0.65776,1.0,,True,Used float fallback (no JSON).
pop_7_op_e1_n18_250821_172848,premarshalling_astar,4.21929,1.0,,True,Used float fallback (no JSON).
pop_7_op_e1_n19_250821_172848,premarshalling_astar,8.37992,1.5,0.7,True,
pop_7_op_e1_n1_250821_172848,premarshalling_astar,0.63281,1.5,0.7,True,
pop_7_op_e1_n2_250821_172848,premarshalling_astar,0.67486,1.675,0.8,True,
pop_7_op_e1_n3_250821_172848,premarshalling_astar,8.79957,1.5,0.7,True,
pop_7_op_e1_n4_250821_172848,premarshalling_astar,0.35517,0.5,0.7,True,
pop_7_op_e1_n5_250821_172848,premarshalling_astar,0.54191,9.54,0.8,True,
pop_7_op_e1_n7_250821_172848,premarshalling_astar,0.32415,0.65,0.75,True,
pop_7_op_e1_n8_250821_172848,premarshalling_astar,0.29866,1.5,0.7,True,
pop_7_op_e1_n9_250821_172848,premarshalling_astar,0.29644,1.5,0.7,True,
pop_7_op_e2_n0_250821_173739,premarshalling_astar,0.65832,4.66076,0.85,True,
pop_7_op_e2_n10_250821_173739,premarshalling_astar,2.97389,0.5,0.7,True,
pop_7_op_e2_n11_250821_173739,premarshalling_astar,8.90623,1.0,,True,Used float fallback (no JSON).
pop_7_op_e2_n12_250821_173739,premarshalling_astar,0.42375,1.5,0.7,True,
pop_7_op_e2_n13_250821_173739,premarshalling_astar,5.37096,1.5,0.7,True,
pop_7_op_e2_n14_250821_173739,premarshalling_astar,0.72225,1.5,0.7,True,
pop_7_op_e2_n15_250821_173739,premarshalling_astar,0.51971,1.5,0.7,True,
pop_7_op_e2_n16_250821_173739,premarshalling_astar,0.31125,1.5,0.7,True,
pop_7_op_e2_n17_250821_173739,premarshalling_astar,0.65872,7.081585,0.9,True,
pop_7_op_e2_n18_250821_173739,premarshalling_astar,10.7329,1.5,0.7,True,
pop_7_op_e2_n19_250821_173739,premarshalling_astar,8.79957,0.65,0.7,True,
pop_7_op_e2_n1_250821_173739,premarshalling_astar,1.29581,0.65,0.7,True,
pop_7_op_e2_n2_250821_173739,premarshalling_astar,0.45903,0.65,0.75,True,
pop_7_op_e2_n3_250821_173739,premarshalling_astar,0.40712,1.0,,True,Used float fallback (no JSON).
pop_7_op_e2_n4_250821_173739,premarshalling_astar,0.44753,2.5,0.7,True,
pop_7_op_e2_n5_250821_173739,premarshalling_astar,5.63846,0.21005,0.95,True,
pop_7_op_e2_n6_250821_173739,premarshalling_astar,2.08834,0.429,0.7,True,
pop_7_op_e2_n7_250821_173739,premarshalling_astar,2.62203,1.0,,True,Used float fallback (no JSON).
pop_7_op_e2_n8_250821_173739,premarshalling_astar,1.2851,1.5,0.7,True,
pop_7_op_e2_n9_250821_173739,premarshalling_astar,0.33177,1.5,0.7,True,
pop_7_op_m1_n0_250821_175151,premarshalling_astar,0.52431,1.0,,True,Used float fallback (no JSON).
pop_7_op_m1_n10_250821_175151,premarshalling_astar,0.28903,1.5,0.7,True,
pop_7_op_m1_n11_250821_175151,premarshalling_astar,0.41267,1.0,,True,Used float fallback (no JSON).
pop_7_op_m1_n12_250821_175151,premarshalling_astar,11.2529,1.0,,True,Used float fallback (no JSON).
pop_7_op_m1_n13_250821_175151,premarshalling_astar,0.28394,1.5,0.7,True,
pop_7_op_m1_n14_250821_175151,premarshalling_astar,0.35517,0.5,0.7,True,
pop_7_op_m1_n15_250821_175151,premarshalling_astar,8.79957,1.0,,True,Used float fallback (no JSON).
pop_7_op_m1_n16_250821_175151,premarshalling_astar,0.50641,1.5,0.7,True,
pop_7_op_m1_n17_250821_175151,premarshalling_astar,3.18175,1.5,0.7,True,
pop_7_op_m1_n18_250821_175151,premarshalling_astar,0.33863,0.5,0.7,True,
pop_7_op_m1_n19_250821_175151,premarshalling_astar,0.11557,1.0,,True,Used float fallback (no JSON).
pop_7_op_m1_n1_250821_175151,premarshalling_astar,8.79957,1.5,0.7,True,
pop_7_op_m1_n2_250821_175151,premarshalling_astar,0.26681,1.5,0.7,True,
pop_7_op_m1_n3_250821_175151,premarshalling_astar,0.66943,1.0,,True,Used float fallback (no JSON).
pop_7_op_m1_n4_250821_175151,premarshalling_astar,0.4028,1.0,,True,Used float fallback (no JSON).
pop_7_op_m1_n5_250821_175151,premarshalling_astar,0.38251,2.67,0.8,True,
pop_7_op_m1_n6_250821_175151,premarshalling_astar,0.28764,0.65,0.7,True,
pop_7_op_m1_n7_250821_175151,premarshalling_astar,0.41304,0.65,0.75,True,
pop_7_op_m1_n8_250821_175151,premarshalling_astar,0.34458,1.5,0.7,True,
pop_7_op_m1_n9_250821_175151,premarshalling_astar,0.33863,0.33863,1.0,True,
pop_7_op_m2_n0_250821_180122,premarshalling_astar,0.25148,0.57233,1.0,True,
pop_7_op_m2_n10_250821_180122,premarshalling_astar,8.79957,0.65,0.7,True,
pop_7_op_m2_n11_250821_180122,premarshalling_astar,4.02417,0.5,0.7,True,
pop_7_op_m2_n12_250821_180122,premarshalling_astar,0.30351,1.5,0.7,True,
pop_7_op_m2_n13_250821_180122,premarshalling_astar,0.35465,2.5,0.7,True,
pop_7_op_m2_n14_250821_180122,premarshalling_astar,0.39951,2.5,0.7,True,
pop_7_op_m2_n15_250821_180122,premarshalling_astar,0.28628,6.0,0.8,True,
pop_7_op_m2_n16_250821_180122,premarshalling_astar,8.79957,1.5,0.8,True,
pop_7_op_m2_n17_250821_180122,premarshalling_astar,0.28041,2.5,0.7,True,
pop_7_op_m2_n18_250821_180122,premarshalling_astar,0.31117,2.0,0.8,True,
pop_7_op_m2_n19_250821_180122,premarshalling_astar,0.35252,1.0,,True,Used float fallback (no JSON).
pop_7_op_m2_n1_250821_180122,premarshalling_astar,0.38022,0.5,0.7,True,
pop_7_op_m2_n2_250821_180122,premarshalling_astar,0.34323,1.5,0.7,True,
pop_7_op_m2_n3_250821_180122,premarshalling_astar,0.33863,1.5,0.7,True,
pop_7_op_m2_n4_250821_180122,premarshalling_astar,0.5838,1.0,,True,Used float fallback (no JSON).
pop_7_op_m2_n5_250821_180122,premarshalling_astar,0.1287,0.567,0.85,True,
pop_7_op_m2_n6_250821_180122,premarshalling_astar,0.32351,2.5,0.7,True,
pop_7_op_m2_n7_250821_180122,premarshalling_astar,0.29644,1.5,0.7,True,
pop_7_op_m2_n8_250821_180122,premarshalling_astar,1.15866,0.567,0.85,True,
pop_7_op_m2_n9_250821_180122,premarshalling_astar,0.33863,0.567,0.85,True,
pop_8_op_e1_n0_250821_181016,premarshalling_astar,0.52613,1.0,,True,Used float fallback (no JSON).
pop_8_op_e1_n10_250821_181016,premarshalling_astar,0.82119,1.5,0.7,True,
pop_8_op_e1_n11_250821_181016,premarshalling_astar,8.81957,0.5,0.7,True,
pop_8_op_e1_n12_250821_181016,premarshalling_astar,0.38245,1.0,,True,Used float fallback (no JSON).
pop_8_op_e1_n13_250821_181016,premarshalling_astar,5.35528,1.0,,True,Used float fallback (no JSON).
pop_8_op_e1_n14_250821_181016,premarshalling_astar,0.56721,7.252615,0.8,True,
pop_8_op_e1_n15_250821_181016,premarshalling_astar,0.47169,1.5,0.7,True,
pop_8_op_e1_n17_250821_181016,premarshalling_astar,0.56323,5.67,0.8,True,
pop_8_op_e1_n18_250821_181016,premarshalling_astar,10.7329,1.5,0.7,True,
pop_8_op_e1_n19_250821_181016,premarshalling_astar,9.54957,1.5,0.7,True,
pop_8_op_e1_n1_250821_181016,premarshalling_astar,10.69957,1.5,0.7,True,
pop_8_op_e1_n2_250821_181016,premarshalling_astar,0.53236,1.5,0.7,True,
pop_8_op_e1_n3_250821_181016,premarshalling_astar,0.32906,1.5,0.7,True,
pop_8_op_e1_n5_250821_181016,premarshalling_astar,8.79957,0.5,0.7,True,
